sentence,sentiment
আমাদের তাসকিন বলেন বাংলাদেশ ব্যাঙ্ক বলেন সুন্দরবন বলেন কোনকিছুই তাদের সহ্য হচ্ছে না ইন্ডিয়ান সম্প্রসারণবাদ আমাদেরকে গিলে ফেলতে চায়,0
বড্ড ভালোবাসি ভাইয়া,1
ভাই দোয়া করি আল্লাহ কাছে আপনি আরো মানব সেবাই নিজে বিলিয়ে দিতে পারেন,1
খারাপ লাগল,0
রাজধানীর বংশালের একটি জুতা তৈরির কারখানায় অগ্নিকাণ্ডে কারখানাটির দুই শ্রমিক দগ্ধ হয়েছেন,0
মা ছারা কারো দাম নাই,0
দেশের এ কি অবস্থা,0
এই পরিকল্পিত কাজ যে করেছে এখন সবাই জানে বাংলার মানুষ ভারত গত বছর আমাদের সাথে খেলে সিরিজ হারার পর দেখলো যে বাংলাদেশ জেভাবে খেলছে ওরা অনেক দূর আগাবে ঠিক ঐসময় ভারত আমাদের পিছু লাগলো সেই লাগার পর রেজালট এই বিশ্যকাপে তারা প্রকাশ করল ভারত হচছে জানোয়ারের বাচচা জানোয়ার,0
আমারে কিছু টাকা দিলে কয়টা দিন ভালো করে চলতাম,1
বাংলা‌দে‌শের মত ছোট একটা দে‌শের খে‌লোয়াড়রা ক্রি‌কেট বিশ্ব শাসন কর‌বে এটা রে‌ন্ডিয়া মান‌বে কেনতাই‌তো তারা এমন নোংরা খেলায় মে‌তে উ‌ঠে‌ছে তারা‌তো সা‌লের পর থে‌কে আমা‌দের দেশ নি‌য়ে নোংরা খেলায় মে‌তে আ‌ছে সুতারাং আমা‌দের তাস‌কিন সা‌নিরা‌তো এই দে‌শের সন্তান তারা রে‌ন্ডিয়ার শোষন থে‌কে বাদ যা‌বে কেন,1
বচ্চা হইছে এটা নিয়ে তোলপার আর এদিকে মারমায় রহিঙ্গা মারতে ছে এটার কোন খবর নাই,0
যে পারে সে তার যোগ্য বলে পারে,0
